17,42113111,17,37406886
3,9779860,3,20040446
3,9779860,3,183697797
3,20040446,3,183697797
3,45689056,3,139355600
3,32525974,3,150546678
X,135050932,X,141111605
X,141111605,X,135020513
X,141111605,X,135032355
9,129738331,9,5357971
9,127785679,9,20341669
5,95885098,5,132875395
8,10764961,8,73008864
19,43192702,19,43007656
17,42980565,17,5282265
12,53307456,12,57055643
2,27032910,2,130151392
2,27032910,2,202206180
2,130151392,2,202206180
1,53765478,1,28505943
5,154887411,5,157743712
3,25597905,3,51993522
1,46040140,1,9651731
3,179148114,3,138652698
8,10764961,8,55773446
2,189441446,2,28894667
19,39834458,19,19900913
19,47113274,19,18374731
1,152908546,1,153357854
7,102464956,7,104126341
10,70882280,10,123154402
11,6603708,11,12377563
22,44172956,22,43999211
11,28020619,11,67398183
3,188153284,3,135965728
3,188153284,3,45555394
3,135965728,3,45555394
7,94907202,7,98106862
12,51061205,12,110719680
19,1228287,19,54448887
12,51061205,12,110719680
11,62707676,11,72576141
8,17922840,8,67062426
14,60709539,14,105300563
7,23181841,7,130164713
7,23181841,7,135557917
2,112368369,2,202206180
2,112368369,2,108719482
2,112368369,2,130151392
2,112368369,2,27032910
2,112368369,2,183117513
2,202206180,2,108719482
2,202206180,2,130151392
2,202206180,2,27032910
2,202206180,2,183117513
11,3671083,11,62792123
11,3671083,11,47778087
6,149724315,6,17615035
2,108719482,2,130151392
2,108719482,2,27032910
2,108719482,2,183117513
1,53765478,1,229440259
11,62792123,11,47778087
12,68686951,12,53307456
12,68686951,12,102073103
2,130151392,2,27032910
2,130151392,2,183117513
12,53307456,12,102073103
7,130164713,7,135557917
2,27032910,2,183117513
17,82101460,17,8188345
10,5035354,10,5195462
14,105620506,14,105764503
4,82818509,4,109433772
22,44492583,22,38200767
1,27404230,1,32741830
18,36187497,18,11851413
11,70270700,11,6474683
11,70270700,11,111726908
11,6474683,11,111726908
14,101761798,14,63371364
3,158644278,3,45388561
2,44316281,2,55236595
3,48856926,3,170864875
1,172532349,1,84398532
5,137745651,5,178204533
17,1829702,17,5419641
1,152908546,1,153357854
17,64542282,17,17212212
1,110338506,1,203795654
22,29505879,22,42583721
19,14408798,19,40319536
6,33391823,6,17615035
2,112368369,2,108719482
22,45163925,22,41245611
16,70246778,16,82147798
9,37766978,9,130693721
5,148383935,5,93617725
6,31777518,6,73515750
5,148383935,5,93617725
9,111360692,9,112217716
6,29887752,6,30489509
6,29887752,6,31268749
2,232479827,2,88556741
1,119648411,1,156035299
9,107283137,9,83659968
17,7217125,17,75038863
7,111726110,7,149126416
7,111726110,7,36854361
7,149126416,7,36854361
3,49277144,3,50674927
10,110567691,10,86435256
19,7680833,19,45162928
X,151396515,X,40579372
7,87503017,7,3301252
7,87503017,7,121873089
7,3301252,7,121873089
5,138610967,5,24487100
5,146113034,5,168486451
6,149504495,6,154733325
3,50088919,3,101574180
10,6089034,10,68721012
19,7680833,19,45162928
11,119334527,11,9460319
1,23795599,1,10398592
1,23795599,1,169105697
1,10398592,1,169105697
16,30064164,16,2211593
2,240605430,2,131218067
17,20009344,17,18244815
14,71320449,14,34709113
1,23084023,1,229431245
1,23084023,1,202348699
12,50175788,12,79773563
6,84124241,6,30676389
19,3958453,19,37907208
4,41359607,4,7758714
15,51829628,15,32615144
15,51829628,15,52307283
9,121207794,9,137191617
9,121207794,9,35681992
9,121207794,9,98120975
15,32615144,15,52307283
9,137191617,9,35681992
9,137191617,9,98120975
9,35681992,9,98120975
1,229431245,1,202348699
2,62673851,2,238320441
18,35251058,18,35332227
19,58083838,19,58326994
19,58083838,19,56132599
19,58083838,19,58474017
16,3263800,16,3129777
16,3263800,16,3401215
16,3263800,16,3382081
19,58326994,19,56132599
19,58326994,19,58474017
18,35332227,18,35241030
19,56132599,19,58474017
7,100049774,7,99473877
16,3129777,16,3401215
16,3129777,16,3382081
3,94047836,3,50317790
15,52192322,15,59132434
15,52192322,15,52307283
2,237627587,2,54456317
1,23084023,1,77888513
9,97501180,9,109498325
17,29625938,17,18244815
17,29625938,17,20009344
17,29625938,17,36495633
10,5524961,10,114431113
14,64704102,14,104689606
14,64704102,14,90396502
14,104689606,14,90396502
12,108645109,12,43793723
5,17065598,5,34656328
5,17065598,5,39371675
4,7758714,4,185585444
5,34656328,5,39371675
15,59132434,15,52307283
17,18244815,17,20009344
17,18244815,17,36495633
17,20009344,17,36495633
2,105744912,2,74549026
12,12357078,12,55716037
19,36003307,19,45333434
8,28494205,8,103298433
1,17249098,1,153547329
1,17249098,1,159854316
1,17249098,1,201283452
1,153547329,1,159854316
1,153547329,1,201283452
1,159854316,1,201283452
17,5440917,17,78787381
1,944203,1,229626247
17,16342534,17,5440917
1,45550543,1,33007940
10,74151202,10,119571802
2,70209444,2,237966827
8,81280536,8,103021063
8,81280536,8,30678066
5,95751319,5,151742316
8,103021063,8,30678066
7,76048051,7,138002324
7,76048051,7,48088628
7,76048051,7,134549110
7,138002324,7,48088628
7,138002324,7,134549110
7,48088628,7,134549110
1,32741830,1,27404230
2,163593396,2,210431249
16,28097979,16,70687439
12,122527246,12,120127202
11,93661682,11,74012714
1,84643707,1,93179919
16,649311,16,15865719
18,21704957,18,36829106
8,67062426,8,123041968
8,67062426,8,17922840
8,123041968,8,17922840
22,32354885,22,29438583
22,32354885,22,32190435
22,29438583,22,32190435
2,86143932,2,176269395
1,32013868,1,182839347
5,128083766,5,1050384
6,161129967,6,121435595
17,10628526,17,10443290
17,19215615,17,50532682
12,39293228,12,120469850
11,17077730,11,85957175
17,7014495,17,67825503
19,18990888,19,797075
1,84498325,1,235547685
1,84498325,1,1785285
1,84498325,1,109548615
1,84498325,1,21596215
1,235547685,1,1785285
1,235547685,1,109548615
1,235547685,1,21596215
1,1785285,1,109548615
1,1785285,1,21596215
3,50226292,3,179396088
1,109548615,1,21596215
1,153981617,1,229271062
1,88935773,1,43451003
3,187721377,3,72371825
X,40049815,X,106813871
X,40049815,X,129981107
X,106813871,X,129981107
12,105107324,12,110491083
10,69123512,10,45727200
10,69123512,10,50067888
10,45727200,10,50067888
17,7288263,17,76038775
1,145241630,1,45550543
16,58295080,16,85676198
17,5440917,17,78787381
1,204073115,1,26234200
7,81946444,7,55019017
3,197960200,3,50317790
17,77280569,17,73283624
4,56977722,4,154781213
19,1086574,19,39436156
1,150321479,1,31259568
12,14784582,12,48829756
16,80540734,16,1826941
16,23388493,16,69320140
16,23388493,16,70480568
16,69320140,16,70480568
13,45464898,13,39655627
1,21440128,1,16562319
7,111726110,7,149126416
7,111726110,7,36854361
