1,ENSG00000177058,5,55625845
1,ENSG00000155876,9,19049427
1,ENSG00000116954,1,38838198
2,ENSG00000196933,X,72044545
2,ENSG00000124610,6,26017085
3,ENSG00000108773,17,42113111
3,ENSG00000036549,1,77562416
3,ENSG00000171148,3,9779860
3,ENSG00000149474,20,18138118
3,ENSG00000114166,3,20040446
3,ENSG00000163872,3,183697797
3,ENSG00000276234,17,37406886
4,ENSG00000096746,10,68331174
4,ENSG00000139675,13,52642425
5,ENSG00000211456,3,45689056
5,ENSG00000184432,3,139355600
5,ENSG00000158623,7,130506238
6,ENSG00000107223,9,136862119
6,ENSG00000144635,3,32525974
6,ENSG00000144895,3,150546678
7,ENSG00000096717,10,67884656
7,ENSG00000177311,3,141324213
8,ENSG00000203950,X,135050932
8,ENSG00000135838,1,182789293
8,ENSG00000182195,X,141111605
8,ENSG00000212747,X,135020513
8,ENSG00000242265,7,94656325
8,ENSG00000134590,X,135032355
9,ENSG00000169249,X,15790472
9,ENSG00000142039,19,41310172
10,ENSG00000104863,19,49114324
10,ENSG00000148943,11,27494418
10,ENSG00000107186,9,13105704
10,ENSG00000147044,X,41514934
11,ENSG00000023171,11,123358428
11,ENSG00000166734,15,44288719
11,ENSG00000155324,5,126360132
11,ENSG00000159658,1,46675159
12,ENSG00000130402,19,38647649
12,ENSG00000084674,2,21001429
13,ENSG00000083799,16,50742050
13,ENSG00000176170,17,76376584
14,ENSG00000111711,12,21501781
14,ENSG00000148344,9,129738331
14,ENSG00000137414,6,17600302
14,ENSG00000149218,11,95089846
14,ENSG00000105404,19,41956681
14,ENSG00000107020,9,5357971
15,ENSG00000136807,9,127785679
15,ENSG00000171843,9,20341669
15,ENSG00000172493,4,86935002
15,ENSG00000130382,19,6210381
15,ENSG00000129315,12,48688458
15,ENSG00000082258,2,134918235
15,ENSG00000118985,5,95885098
15,ENSG00000072364,5,132875395
16,ENSG00000254093,8,10764961
16,ENSG00000147601,8,73008864
17,ENSG00000147421,8,28890395
17,ENSG00000118420,6,82892390
17,ENSG00000162959,2,31865060
18,ENSG00000172915,13,34942287
18,ENSG00000198589,4,150264435
18,ENSG00000198570,1,211476522
19,ENSG00000132970,13,26557683
19,ENSG00000071051,2,105744912
19,ENSG00000106299,7,123681943
20,ENSG00000106683,7,74082933
20,ENSG00000116691,1,12019466
21,ENSG00000168763,2,96816245
21,ENSG00000179344,6,32659467
21,ENSG00000119946,10,99329356
22,ENSG00000177692,21,33485530
22,ENSG00000116459,1,111448864
23,ENSG00000255150,12,104303739
23,ENSG00000146872,17,62458658
24,ENSG00000187735,8,53966552
24,ENSG00000232119,X,120594010
24,ENSG00000100442,14,45115599
25,ENSG00000152061,1,174159410
25,ENSG00000011454,9,122940833
25,ENSG00000168994,6,3722614
26,ENSG00000132840,5,79069767
26,ENSG00000145692,5,79111809
27,ENSG00000139675,13,52642425
27,ENSG00000196365,19,5691834
28,ENSG00000068912,2,53787044
28,ENSG00000170324,10,48153088
28,ENSG00000071537,14,81471547
28,ENSG00000135506,12,57693955
29,ENSG00000135447,12,54575387
29,ENSG00000181323,17,7420324
30,ENSG00000060339,10,68721012
30,ENSG00000135862,1,183023420
31,ENSG00000136982,8,119833976
31,ENSG00000168802,16,69118010
32,ENSG00000164118,4,174283730
32,ENSG00000139323,12,89419718
33,ENSG00000136875,9,113275343
33,ENSG00000175467,11,65961728
34,ENSG00000254999,3,10115675
34,ENSG00000188158,X,17375420
34,ENSG00000173166,2,203394345
34,ENSG00000136754,10,26746593
35,ENSG00000164548,7,23504780
35,ENSG00000013441,2,200853009
36,ENSG00000170950,6,49785660
36,ENSG00000129235,17,6640985
36,ENSG00000004455,1,33007940
36,ENSG00000123297,12,57782761
37,ENSG00000128242,22,30554635
37,ENSG00000243137,19,43192702
37,ENSG00000243130,19,43007656
38,ENSG00000245848,19,33299934
38,ENSG00000198863,17,42980565
38,ENSG00000029725,17,5282265
38,ENSG00000213213,9,136796338
39,ENSG00000094914,12,53307456
39,ENSG00000119777,2,27032910
39,ENSG00000119392,9,128504700
39,ENSG00000136699,2,130151392
39,ENSG00000103275,16,1308880
39,ENSG00000188612,17,75165586
39,ENSG00000146842,7,130164713
39,ENSG00000058804,1,53765478
39,ENSG00000163904,3,185582496
39,ENSG00000180198,1,28505943
39,ENSG00000116030,2,202206180
39,ENSG00000162231,11,62792123
39,ENSG00000166881,12,57055643
40,ENSG00000101407,20,37983007
40,ENSG00000169180,16,28097979
40,ENSG00000115970,2,43230836
41,ENSG00000075142,7,88205118
41,ENSG00000178802,15,74890005
42,ENSG00000082516,5,154887411
42,ENSG00000152518,2,43222402
42,ENSG00000155858,5,157743712
43,ENSG00000128228,22,21642302
43,ENSG00000179403,1,1434861
43,ENSG00000169402,7,6754109
44,ENSG00000117523,1,171485551
44,ENSG00000099821,19,617221
44,ENSG00000077097,3,25597905
44,ENSG00000123352,12,49366584
44,ENSG00000147403,X,154389955
44,ENSG00000170468,14,73490933
44,ENSG00000171861,17,782353
44,ENSG00000009954,7,73440406
44,ENSG00000162244,3,51993522
45,ENSG00000117461,1,46040140
45,ENSG00000105647,19,18153163
45,ENSG00000145675,5,68215756
45,ENSG00000171608,1,9651731
45,ENSG00000121879,3,179148114
45,ENSG00000051382,3,138652698
45,ENSG00000144460,2,225399710
46,ENSG00000168802,16,69118010
46,ENSG00000130985,X,47190861
46,ENSG00000109181,4,68815994
47,ENSG00000143398,1,151197949
47,ENSG00000021645,14,78170373
47,ENSG00000186111,19,3630183
47,ENSG00000146063,5,181222499
48,ENSG00000254093,8,10764961
48,ENSG00000115368,2,189441446
48,ENSG00000186462,X,73212299
48,ENSG00000006047,17,7288263
48,ENSG00000163811,2,28894667
48,ENSG00000137574,8,55773446
48,ENSG00000105202,19,39834458
48,ENSG00000184635,19,19900913
49,ENSG00000142230,19,47113274
49,ENSG00000149531,20,30377372
49,ENSG00000121350,12,21437615
49,ENSG00000130513,19,18374731
50,ENSG00000123607,2,165857475
50,ENSG00000272636,17,142789
50,ENSG00000149927,16,30005514
51,ENSG00000161179,22,21628089
51,ENSG00000111669,12,6867119
51,ENSG00000163931,3,53224712
51,ENSG00000120265,6,149749443
51,ENSG00000074800,1,8861000
52,ENSG00000058272,12,79773563
52,ENSG00000010318,3,52410660
53,ENSG00000167880,17,76004502
53,ENSG00000163207,1,152908546
53,ENSG00000148346,9,128149071
53,ENSG00000163220,1,153357854
53,ENSG00000137699,11,120111286
53,ENSG00000025708,22,50525752
53,ENSG00000118898,16,4882507
54,ENSG00000102225,X,47217860
54,ENSG00000059758,12,96278261
54,ENSG00000012048,17,43044295
54,ENSG00000112144,6,53001279
55,ENSG00000215271,14,23272422
55,ENSG00000172531,11,67398183
55,ENSG00000104866,19,45091396
55,ENSG00000237651,2,61145068
56,ENSG00000149311,11,108222484
56,ENSG00000130227,8,21919662
56,ENSG00000164818,7,726699
57,ENSG00000196233,10,96832282
57,ENSG00000168298,6,26156354
58,ENSG00000122966,12,119685791
58,ENSG00000205808,9,4662294
58,ENSG00000100034,22,21919425
59,ENSG00000182575,17,49575858
59,ENSG00000107882,10,102503987
60,ENSG00000137193,6,37170152
60,ENSG00000075413,14,103385392
61,ENSG00000161036,7,102464956
61,ENSG00000164815,7,104126341
61,ENSG00000091651,16,46689643
61,ENSG00000177150,18,13663347
61,ENSG00000085840,1,52372829
61,ENSG00000115942,2,200908977
62,ENSG00000117399,1,43358981
62,ENSG00000166228,10,70882280
62,ENSG00000148925,11,13388001
62,ENSG00000156970,15,40161023
62,ENSG00000112078,6,36442767
62,ENSG00000154473,10,123154402
62,ENSG00000132570,5,134905120
63,ENSG00000166333,11,6603708
63,ENSG00000089159,12,120210439
63,ENSG00000138964,22,44172956
63,ENSG00000188677,22,43999211
63,ENSG00000197702,11,12377563
63,ENSG00000169756,2,108534355
63,ENSG00000148484,10,16590611
64,ENSG00000141127,17,18840085
64,ENSG00000089280,16,31180110
64,ENSG00000073921,11,85957175
64,ENSG00000182944,22,29268009
65,ENSG00000139737,13,77697687
65,ENSG00000204569,6,30600413
65,ENSG00000175216,11,46743048
65,ENSG00000138162,10,121989163
65,ENSG00000092203,14,21476597
65,ENSG00000147526,8,38728186
65,ENSG00000109171,4,48341529
66,ENSG00000178567,3,36985043
66,ENSG00000164109,4,120055623
66,ENSG00000124688,6,43629540
67,ENSG00000175216,11,46743048
67,ENSG00000147526,8,38728186
67,ENSG00000139737,13,77697687
67,ENSG00000138162,10,121989163
67,ENSG00000092203,14,21476597
68,ENSG00000117751,1,27830782
68,ENSG00000121621,11,28020619
68,ENSG00000172531,11,67398183
68,ENSG00000101220,20,3753508
69,ENSG00000103160,16,84122141
69,ENSG00000168955,2,227362038
69,ENSG00000019582,5,150400041
70,ENSG00000048392,8,102204502
70,ENSG00000171848,2,10120698
71,ENSG00000083635,13,44939249
71,ENSG00000273611,17,36486629
71,ENSG00000109654,4,153152342
71,ENSG00000198794,15,74957219
72,ENSG00000144021,2,96266159
72,ENSG00000166797,15,64072565
73,ENSG00000114648,3,47282917
73,ENSG00000015676,7,44379119
74,ENSG00000106483,7,37905932
74,ENSG00000145012,3,188153284
74,ENSG00000073711,3,135965728
74,ENSG00000144791,3,45555394
75,ENSG00000100554,14,67294371
75,ENSG00000116039,2,70935900
75,ENSG00000156515,10,69269984
75,ENSG00000091640,17,4959226
75,ENSG00000131100,22,17592136
75,ENSG00000159713,16,67389809
76,ENSG00000100478,14,31025106
76,ENSG00000134262,1,113894194
77,ENSG00000186998,22,29205896
77,ENSG00000183655,15,85759326
78,ENSG00000196475,4,79406361
78,ENSG00000188994,6,87152833
78,ENSG00000117090,1,160608106
79,ENSG00000066654,16,20702816
79,ENSG00000122786,7,134744252
79,ENSG00000255561,11,111874056
80,ENSG00000156017,9,74980790
80,ENSG00000275183,19,54461732
80,ENSG00000151623,4,148078762
80,ENSG00000004139,17,28364356
81,ENSG00000119402,9,120751978
81,ENSG00000189252,X,143508735
81,ENSG00000269190,19,38941401
82,ENSG00000110013,11,124633113
82,ENSG00000185090,1,37793802
84,ENSG00000158528,7,94907202
84,ENSG00000164715,7,98106862
84,ENSG00000101220,20,3753508
84,ENSG00000173517,15,77100656
84,ENSG00000110925,12,51061205
84,ENSG00000099625,19,1228287
84,ENSG00000064692,5,122311354
84,ENSG00000167615,19,54448887
84,ENSG00000186298,12,110719680
85,ENSG00000138180,10,93496612
85,ENSG00000171853,2,3379675
86,ENSG00000162852,1,246566444
86,ENSG00000099625,19,1228287
86,ENSG00000110925,12,51061205
86,ENSG00000186298,12,110719680
87,ENSG00000144655,3,39141855
87,ENSG00000172531,11,67398183
87,ENSG00000104866,19,45091396
87,ENSG00000237651,2,61145068
88,ENSG00000126775,14,55366391
88,ENSG00000148572,10,63133247
88,ENSG00000214338,6,127472794
89,ENSG00000162188,11,62707676
89,ENSG00000083635,13,44939249
89,ENSG00000109654,4,153152342
89,ENSG00000175161,3,84958981
89,ENSG00000186642,11,72576141
89,ENSG00000273611,17,36486629
89,ENSG00000198794,15,74957219
90,ENSG00000141580,17,82614562
90,ENSG00000228716,5,80626226
91,ENSG00000046651,X,13734745
91,ENSG00000078674,8,17922840
91,ENSG00000104218,8,67062426
91,ENSG00000161996,16,649311
91,ENSG00000175455,3,123897305
92,ENSG00000100625,14,60709539
92,ENSG00000179364,14,105300563
92,ENSG00000141294,17,47831634
93,ENSG00000183044,16,8674596
93,ENSG00000156958,15,49155656
93,ENSG00000079739,1,63593411
93,ENSG00000137124,9,38392702
94,ENSG00000163697,4,40810027
94,ENSG00000130703,20,62231922
94,ENSG00000140553,15,90930180
95,ENSG00000109606,4,24517441
95,ENSG00000024422,19,47713422
96,ENSG00000136243,7,23181841
96,ENSG00000119392,9,128504700
96,ENSG00000095319,9,128947699
96,ENSG00000169629,2,112368369
96,ENSG00000125450,17,75205659
96,ENSG00000116030,2,202206180
96,ENSG00000113569,5,37288137
96,ENSG00000132182,3,13316235
96,ENSG00000102900,16,56730118
96,ENSG00000110713,11,3671083
96,ENSG00000120253,6,149724315
96,ENSG00000153201,2,108719482
