1,5,55625845,9,19049427
2,5,55625845,1,38838198
3,9,19049427,1,38838198
4,X,72044545,6,26017085
5,17,42113111,1,77562416
6,17,42113111,3,9779860
7,17,42113111,20,18138118
8,17,42113111,3,20040446
9,17,42113111,3,183697797
10,1,77562416,3,9779860
11,1,77562416,20,18138118
12,1,77562416,3,20040446
13,1,77562416,3,183697797
14,1,77562416,17,37406886
15,3,9779860,20,18138118
16,3,9779860,17,37406886
17,20,18138118,3,20040446
18,20,18138118,3,183697797
19,20,18138118,17,37406886
20,3,20040446,17,37406886
21,3,183697797,17,37406886
22,10,68331174,13,52642425
23,3,45689056,7,130506238
24,3,139355600,7,130506238
25,9,136862119,3,32525974
26,9,136862119,3,150546678
27,10,67884656,3,141324213
28,X,135050932,1,182789293
29,X,135050932,7,94656325
30,1,182789293,X,141111605
31,1,182789293,X,135020513
32,1,182789293,7,94656325
33,1,182789293,X,135032355
34,X,141111605,7,94656325
35,X,135020513,7,94656325
36,7,94656325,X,135032355
37,X,15790472,19,41310172
38,19,49114324,11,27494418
39,19,49114324,9,13105704
40,19,49114324,X,41514934
41,11,27494418,9,13105704
42,11,27494418,X,41514934
43,9,13105704,X,41514934
44,11,123358428,15,44288719
45,11,123358428,5,126360132
46,11,123358428,1,46675159
47,15,44288719,5,126360132
48,15,44288719,1,46675159
49,5,126360132,1,46675159
50,19,38647649,2,21001429
51,16,50742050,17,76376584
52,12,21501781,9,129738331
53,12,21501781,6,17600302
54,12,21501781,11,95089846
55,12,21501781,19,41956681
56,12,21501781,9,5357971
57,9,129738331,6,17600302
58,9,129738331,11,95089846
59,9,129738331,19,41956681
60,6,17600302,11,95089846
61,6,17600302,19,41956681
62,6,17600302,9,5357971
63,11,95089846,19,41956681
64,11,95089846,9,5357971
65,19,41956681,9,5357971
66,9,127785679,4,86935002
67,9,127785679,19,6210381
68,9,127785679,12,48688458
69,9,127785679,2,134918235
70,9,127785679,5,95885098
71,9,127785679,5,132875395
72,9,20341669,4,86935002
73,9,20341669,19,6210381
74,9,20341669,12,48688458
75,9,20341669,2,134918235
76,9,20341669,5,95885098
77,9,20341669,5,132875395
78,4,86935002,19,6210381
79,4,86935002,12,48688458
80,4,86935002,2,134918235
81,4,86935002,5,95885098
82,4,86935002,5,132875395
83,19,6210381,12,48688458
84,19,6210381,2,134918235
85,19,6210381,5,95885098
86,19,6210381,5,132875395
87,12,48688458,2,134918235
88,12,48688458,5,95885098
89,12,48688458,5,132875395
90,2,134918235,5,95885098
91,2,134918235,5,132875395
92,8,28890395,6,82892390
93,8,28890395,2,31865060
94,6,82892390,2,31865060
95,13,34942287,4,150264435
96,13,34942287,1,211476522
97,4,150264435,1,211476522
98,13,26557683,2,105744912
99,13,26557683,7,123681943
100,2,105744912,7,123681943
101,7,74082933,1,12019466
102,2,96816245,6,32659467
103,2,96816245,10,99329356
104,6,32659467,10,99329356
105,21,33485530,1,111448864
